Word	OCR variants
dento	denti
kuit	kuis
sary	ssary
nangu	nangi
E5	EEE, F5, H5, L5, Z5
bipo	bifo
objectively	subjectively
anpa	enpa, wonpa
lakan	lakdn
apas	apam, ayas
gerd	gerda, gert
bva	gva
xaw	xaat, xaq, xuw
snl	qnl, snr
aê	baê, eê, gaê, haê, hoê, itê, iê, jaê, kaê, mbê, niê, ntê, oê, paê, taê, tsê, uê, waê
kfl	kfe, krl, wfl
dugo	bugo, duno
byr	dyr, myr
lbo	fbo, lfo
soku	poku
utin	patin, urin
there1	therel, theres, theret
3aug	3auga, 3augs
duce	duces, duct
fú	ndú, zú
s14ø	s14e
amigo	amiga, amigos, amigu
prepp	prepl
ndao	ndrao
nitive	nitival
etik	elik, otik, ttik
hiit	biit, hiir, jiit, xiit, yiit
rticle	rticles
buz	boz, burd, guz, muz
gush	flush
2the	2this, lthe
94a	94b
topple	toppled
swung	slung
ddr	ddj, ddm, dds, dhr, dyr, hdr, ldr, tdr, wdr, ydr, zdr
eska	enka, esma
jng	jno, kmng, lnng, nyng, rlng
kss	kds, ksu, ksy, kys
impo	impor
rool	roota, roott
1964a	1964b
tsat	utsat
parl	partl
abii	ibii
elsew	elsewh
PVN	IVN, OVN, SVN
sinan	sikan, sinam
me3	le3, mah3, man3, mi3, mo3, ne3
khâ	karâ, kgâ, khaj, khc, khf, khg, khk, khli, khra, khri, khs, khut, khuâ, ktâ, tshâ
tind	tinn, tinnu
ói	óa, ób, óh, ók, óna, óon, ór, ót
nthe	unthe
92a	92b
crumple	crumpled
haring	hawing, haying
nounced	onounced
rahal	rahali
ypa	xapa, yaaa, ypaa, yxa
cylinder	cylinders
AFFIXATION	SUFFIXATION
zvi	bvi, izvi
ogol	odol
clus	clust
hommes	sommes
awer	ewer
QDLQ	IDLQ
variante	variantes
aust	austr, nust
excursion	excursions
agni	aggi
fatima	fatimah
jje	jine, mje
LAC	EAC
izh	aazh
91a	91b
bayn	beyn, wayn
vec	vej, verm
kuci	kanci, kuchu, kucu, puci
baas	baasi, gaas
inee	itee
scl	hcl, mcl, ocl, sct
sneezed	sneezes
alen	ajen, alem
tija	cija, tiji
cative	icative
monkeyâ	donkeyâ
moslem	moslems
IRXQG	VRXQG
saak	kaak, saay
eul	ekol
indische	indischen
painâ	brainâ
kdl	gdl, kdf, ksl, ktil, shdl
asim	ahim, asil, asimo, esim
majl	mejl
andl	andj
ekwanas	ekwanaa, ekwanacs, ekwanao, mikwanas
itches	itched
SAE	SSBE
liri	iiri, lidi, ziri
vole	velle
countryman	countrymen
essed	ested, ressed
ourâ	oursâ
abr	axr
qta	ahta, axta, qava, qema, qila, qka, qola, qqa
miso	mico, mito
zze	zza, zzax, zzi, zzit, zzur
b3p	blp
fruta	frutas, fruto
transitivo	transitiva, transitivos
KZ	OLZ
loser	losers
arabo	arabie
verb3	verbl, verbr
pyu	byu, pyen
cale	calo, calti, chale
gopi	gopal, gopij
lhd	lbd
taara	kaara, taaka, taari
nishnaabcmwin	nishnaabemwin
kî	dî, pî
oob	olb, ooto, oox
nien	abien
okon	nakon, okoe, okou, okow
sge	bige, nnge
jrj	jdj, jrl, jsj
gayu	garru, gawu
zul	shul, uzul, zool
prefijo	prefijos
lge	lgy
tyl	tifl, tlil, twl
yest	yeste
saran	sarad
umt	mmt
aole	haole
cede	cedes
sayang	sanang
erp	erbi, eret, erla, erto, erv, orp
yuo	wuo
amaâ	aikaâ, akaâ, alaâ, amaha, apaâ, araâ, avaâ, awaâ, ayaâ, omaâ, tamaâ, umaâ
ovn	oln, osn, ovm, ovr
irak	irok
1INC	IINC
2sgposs	isgposs, lsgposs, rsgposs
miyan	miyon
siã	diã, fiã, giã, niã, piã, sarã, saã, seã, siad, sirã, ssã, tiã, viã
orda	orada, yerda
uss	usl
ikal	ikel, takal
mhu	micu
teem	keem
bakwa	ebakwa
sahi	cahi, sathi
revenue	revenues
vax	vace
maxim	maxims
foy	faly
drotco	droico, droteo
arye	birye, irye, larye
scntcncc	scntcnccs, scntcnce, scntencc
ENR	EGR
lawu	bawu
latte	lette
d3a	d3d, d3e, d3i, d3l, d3o
besch	busch
SUI	CUI, SUU
noget	nogen
avai	avatu, avei, ivai
vdr	hdr, rdr, vrr, ydr
wlt	lllt, tllt, wtt
anecdote	anecdotes
ghaob	ghaod
kinder	kinner
so1	bo1, pfo1, sa1, se1, she1
spiritâ	spiritsâ
trast	trasts
hime	fime, hige
93a	93b
topicalize	topicalise
berapa	barapa
infini	infinit
iali	miali
vient	viens
wliich	wliicli, wllich
vivaro	arivaro, taivaro, tivaro, vaivaro, viharo
ùa	ùe, ùi, ùno
elen	eyen
mâh	amâh, ngâh
98a	98b
joq	jorj, qoq
iena	anena, fena
il1	fl1, jl1
leaned	leaped
ginya	gunya
adza	ndza
romania	rumania
lóeng	hóeng
pe1	pc1, pu1, se1
tml	tmr
duqa	duqqa, duuca
hobble	hobbles
maxi	kaxi, motxi
pakan	pakay, pangan
reconstructable	reconstructible
rese	reso, respo
koja	koji, koju, kotta
vrt	vct, vrn
LPPLM	LPPLFN
tóg	tód
kde	kdo, kdy
qom	llom
oblp	obls
1er	1ere, 1es, iher, nter, tner
arah	barah, jarah
i²	j², ke², ki², lo², mi², s², t²
parison	parisons
adama	ndama
yeg	ypg
waca	watya, wica
kig	kice, kifi, kiks, kilm, kinl, kipo
sisaala	sissala
caw4	vaw4
acooli	acholi
teey	leey
invol	involv
inine	minine
kenu	kenta
abic	labic
muur	muura
dø	hrø, ixø, jø, lø
ively	sively
raã	gaã, kpaã, laã, ppaã, reã, riã, rnã, ruã, saã, vaã, waã, yaã
EPISODE	EPISODES
patei	parei
koke	kokwa
2SM	2SA, 2SGS
awd	awda, awla
haso	hasu, hayo
brã	bhã, biyã, darã, drã, garã, irã, karã, mrã, sarã, sirã, trã, urã
ayh	aydo
topicalizer	topicaliser
chah	chaan, chag, chiah, choh, khah
gaar	gaab
noai	nuai
íis	íin
W9	WAZ
xao	asao, xaha, xaho, xait, xaxa, xio
manji	manihi
neha	peha
yeya	yega, yenda, yiya
chk	chix, khk, shk
laus	llus
kniga	kniha, knjiga
irp	ilp, irap, iyp
N12	M12
subjn	subjun
lü	cü, dü, jü, shü
xakas	khakas
livre	livres
warre	warrt
vdi	pdi, veti, vmi
parsi	farsi
pasto	posto
pagka	magka, nagka, pagpa
3sgmasca	3sgnmasca
palya	jalya, ngalya
CULTURE	CULTURAL
1P1	1PIS
kdt	bdt, cdt, kjt, kkt, mdt, tdt
3pos	lpos
akc	okc
iod	icd
nukun	jnukun, lnukun, nukunu
lanu	lavu
goft	guft
pmi	pbi
egy	hogy, vagy
bongi	wongi
1mo	1mi, 1mu
fty	ftd, ftw
iog	idng, ijig, siog
wfi	fcfi, wci, wfl, wft, wni, zfi
waning	waxing
meetâ	greetâ
armlet	armlets
kyere	kyerew
halok	salok
wodi	wosi
anner	nanner
iyor	uyor
fret	faet, fiet, frit, gret, tret
baina	baino, baita
klok	kilok, oklok
mii2	mia2
jaws	paws
paci	naci, pafi, peci, pici
t6k	h6k, k6k, s6k, t6n, tiek, tilk, tlik, tllk, w6k, y6k
twirl	swirl
pulut	pulun
theae	theee, thoae
hegai	hegam
huta	rauta
tance	cance, tances
syntac	syntact
snows	snowed
itla	ltla
conjug	conjun
wida	wonda, wunda
kfo	kdko
exive	exives, lexive
imf	imh
mlr	jlr, milr, mlf, mlm, ylr
rdo	mdo, rdb, rdn, rko
cycad	cycas
xeyli	xeili
ninya	ninyi
apy	apoj, jopy
dov	dond, dowr
klas	klase, klasi
SIS	FIS, OIS
tsoa	tsda, tseba, tsela, tsoha
knn	kgn, knl, kny, ynn
baxta	baxtew
ngapi	ngaki, ngarni
lez	leia, pez, zez
kuring	kucing
atz	rtz
dzin	dzen, dzil
ceq	geq, weq, yeq
srn	crn, srm
mekan	malkan
njan	njang
kavi	kavu
cona	conl, cono, consl
wiye	weye
gapa	apapa, gafa, gaka
asap	isap
2ndex	2ndcx, jndex
ntaa	nkaa
silbe	silben
zab	mzab
kulya	kuluma
muat	wuat
hiru	haaru
xaj	xami, xari, xrj
intransitivizing	intransitivising
milu	melu, milya, mipu, mitu, pilu
2P1	2PI
junge	jungen
duda	dukka, dunda
phs	phc, phn, phro, plcs, rphs
macao	macau
fnt	ffit
dayag	darag
tallâ	taliâ
bikâ	bichâ, bidiâ, biiâ, yikâ
dorf	dorp
nlng	dlng, ndng, nyng, rlng
longhouse	longhouses
tampa	tampan, tampat, tampi
awr	ahar, ahr, akir, anir, awra, aws, aww, axir
qod	qopa
athu	anthu
neutralize	neutralise, neutralizes
cookie	cookies
maata	haata, maanga
axt	mixt
isy	isv, nsy, usy
ider	idere
tawu	tdwu
umber	dumber, humber, nmber
sufftx	suffrx
elek	alek, elak, enek, etek, olek
PT2	PA2, PTV
CVCCVC	CVCCVCV, CVCVVC, CVVCVC
niro	amiro, ariro, hairo, uriro
G5	D5, GQ, Z5
weki	woki
sume	sumum
ICE	ENCE
developm	developme
srt	grt, qrt, srl, srrf
nija	nicha, nisha
cull	chll, cnll
palat	palaj, palata
erat	erit
kitaab	kitaaba
BINI	BINDI, BIRLI
wirla	wirraa, wurla
yahu	yahii
dipping	sipping
mapo	mahto
lifi	nifi, tifi
faan	faahn, faai, faal, fahn
tiap	tiyap
2NSG	INSG
udur	ndur
kaata	kaate, kaati
WHY	WHOM
ipp	ipb, tpp
biye	bibe, bixe, kiye, riye
morpholo	morpholog
targum	targums
ngaia	ngaeka, ngaira, ngaua, ngaufa
akes	mkes
pe2	pehe, peia, po2
takan	tafan, takad, talan, tapan, taran
makai	makau
ibed	ibes, iled, ioned, isted, ribed
dogul	dogulu
kisu	kimu, kutsu
alha	alna, alpa
COMPLETE	COMPLETED
then1	thent
cdi	cdo, clii, gddi
plume	plumes
gec	gece
æn	cgn, gbn, hgn, lfn, rjn, sbn, utn, æp, ær, æu
no4	lo4, neq4, ni4
amc	cmc
tiil	tiij, tiini, tiiq, tjil, tlil
kën	amën, këj, mën, nën
discusse	discusscd
nole	nolu
lapo	lapu, lepo
owr	owc, owg, owhe, owp, owqa, owsi, owx
saz	awaz, caz, sabr, sahl, sakk, samm, sanj, sarp, sarr, sayr
afore	abore
geda	gedu
soci	socia, socie
chana	chaina, chaka, chala, chuna
U9	UII
intial	inilial
chaha	shaha
COBL	AOBL, MOBL
cno	cdo, cnr
yez	krez, wez, yets
dô	bô, mô, nô, wô, yô
ectional	lectional
taraf	taraj
menge	mengga
affricative	affricatives
hashi	hishi
pave	paved
veh	preh, vehi, vej, veng
abaa	abwa, agaa
tief	tieff
beste	bestea
sugi	sogi, tugi
ngie	ngae, ngire
eoe	eae, eoa, eog, eoo, eou
amaia	amaiak
lrn	lcn, lrg, lrm
staa	htaa
saen	naen, saed, sasn, waen
aroun	groun
rausim	raunim
lapar	lapang
c1itic	c1itics, ciitic
dislikes	disliked
SGS	ISGS, SGA, SGO
keje	kebe, kuje
FX	FIS, FOF, FOG, GX
miis	miir, mils
lume	lumbi
waer	naer, waere, wier, wser
IPST	DPST, HPST, MPST, TPST
chep	chup, chyp
buuk	buok
aloha	aroha
orí	irí
ghan	ehan, ghin
mbum	mbam, mbui, mbuu, mbuzi
ngolo	ngongo
L0C	F0C, LDC, LQC
buke	ruke
fimction	fimctions
chis	chems
ekin	okin
wutu	wugu, wuwu
is1	ii1
illo	illis, illos, illr, illud, lllo
2V	2Y, SCV
chh	chb, chdi, chhd, chio, chll, chri, chtf, chz
chí	shí
akë	nkë
tög	wtög
kubo	kube
H_	F_, HJI, JH_
scs	ucs
belgian	belgians
gage	gaie, gande, goge
opon	opoh, oton
water1	watert
óe	ób, ót
bìr	bìd, gìr
wiley	wesley
tangu	hangu
afii	aiii, amii, ayii
payka	chayka, kayka
YW	YF, YT
arag	adag, anag, barag
G1S	G1P
istod	istoda
gej	garj, gev, gez
retro	retrof
pwd	grwd, mwd
khari	ghari, khadi, khare, khati, khori, thari
depib	depia
bume	bumo
ìo	ìa, ìny, ìsy, ìzy
tamaa	taataa, tamai
vú	ndú
netâ	nestâ
demp	degp
kurru	gurru, karru, kurnu, nurru
fetter	fetters
jic	liic
bicha	vicha
neces	necess
haak	haah, hlak, jaak, paak
cluw	hluw
yire	yiree, yiwee, yvre
PL2	PLI, PLT
3ds	3dis, 3pvs, 3sfs, 3sms
magpa	magka, magsa, nagpa, pagpa
sihi	sihun
tjay	tjai, tsuay
mgn	ggn, kgn, tlgn
windi	warndi
samar	sadar, samak, samal
fuera	fueron, fuerza
2011a	2011b, 2011c
lusim	yusim
yeb	teeb, yeba, yego, yeko
sinni	kinni, minni
ahur	ahuro
dorang	torang
caya	caymi, cayo
talc	talee
lys	iys, llus, lysi, lyst
huda	henda
ginyinggi	ginyinggo, ginyinggon
pct	jct, ttct
noche	anoche
wof	woij, wope, wowe, woyo
murra	gurra, murri
coko	cuko, kooko
anggi	yanggi
ifj	ffj, ifh, ijjj, jfj, lfj
zeme	zemi, zheme
uag	guag, usag
kweja	kweya
kassa	gassa, karsa
tabic	tabie, tablc
yehe	ndehe, shehe, xehe
chama	changa
practicing	practising
_to	ifto, llto, tlto, vto, wto
loti	luti
NAF	NAG
isio	essio, ssio
LATE	LATIN
IJA	IJB, IJC
GOING	DOING
kumara	kumala
nasalize	nasalizes
zena	zene, zeni, zenu
concur	concurs
algeria	algerian
4M	4E, 4F, 4G, 4H, 4K, 4L, 4N, NIM
neem	beem, neemt
hcka	ncka
froâ	froin, fromt, froni, froo, fror, frora, frorr, fros, frotn
kewe	kebe, mewe
boja	bonna
namâ	tamâ
cchi	cchu
cula	culi
pheri	phera
vowelâ	vowela, vowell, vowelsâ
dernier	derniere
iyon	gayon, iydn, iyong
patan	jatan
thani	thuni
tlat	llat, tlad, tlai, tlet
franciscan	franciscans
ripa	ripu
outnumber	outnumbers
amoa	imoa
GPL	DPL, GDL, LPL, MPL, NAPL
utar	upar
tqn	nqn
ptive	ntive
idiosyncrasy	idiosyncracy
qna	ctna, qni, qya, tmna
abin	nabin
padang	pahang
35c	35d
chora	chokra, chore, chori, choro
o31	di31, ga31, go31, ha31, ka31, ko31, li31, mi31, mu31, no31, nu31, pi31, po31, pu31, so31, su31, to31, wa31, ye31, yo31, zo31
tarik	tarek, taring
bumi	bunyi
admonition	admonitions
atk	atek, atip, atit, atq, atva, atw, otk, utk
jyi	chyi, jifi, jiii, jyh, jyu, jyue, jyy, shyi
pute	puto
shini	shihi
ttw	ftw, trw, ttb, ttct, ttrr
elw	eiw, klw
vach	vakh
eap	fap
ndri	indri, ndrf, ndru
tulo	tallo, tatlo
kapang	kaapang
toen	tegen
questionâ	questionsâ
larta	ngarta
peq	piq
go2	gi2
rigo	ribo
adnom	adnomi
ntja	kutja, pitja
sabak	saban
festa	desta, questa
passiv	passivo
leet	leeh, leel, yeet
lria	llria
tivi	sivi, tihi, tinei
gleich	gleiche
waara	waawa
ÀI	FUI
exemplar	exemplars
hgi	hgaa, hgee, hgua
teku	peku, tekwa
ìs	ìd, ìg, ìj, ìl, ìr
naaa	kaaa, naawi, niaa
eud	haud
thq	thry, thtl, thtt
kwata	kwala
seedâ	seedsâ
kagat	kagaz
NSP	UNSP
ilha	velha
usman	osman
neya	nenda, neye
vni	vgi, vji
timba	rimba
apana	apani
lushai	lushei
SMP	SMA
paati	yaati
conver	convers
kwarta	kuarta
erdi	berdi, erdim
prv	pnv, prpr, prsn
makc	takc
flrst	ftrst
banya	bahaya
ií	eí, oí, uí
yide	yice, yida, yidac, yidah
tsc	tjc, tsq
b6n	bdn, bgn, bhn, bsn, h6n, w6n
ndzo	ndho, ndze, ndzu
anansi	ananse
INDI	INDIR
kupm	kipm, kopm, kunum
çi	xhi, çe, ço
stamping	stomping
karimojong	karamojong
imong	imung, inyong
nction	nctions, ruction
satz	satze
99a	99b
midrib	midribs
asiatique	asiatiques
kars	karc
TÀ	NÀ
cask	flask
putt	cutt
eql	oql
lmt	jmt, lltt, lmr, ltlt
DIR3	DIREC
ãl	ãd, ãdd, ãdu, ãf, ãq, ãr, ãs, ãw, ãx, ãxx
arya	adya, arsa
efen	efei, efej, efek, efena, efes, efesa
ooq	jooq
tenda	denda, lenda, penda, tendo, tinda
tamam	tamdm
humanâ	humanj
asay	asasa, masay
punic	runic
utr	gtr, rrtr, rttr, utf, utn
ngubi	nguai
1gen	lgen
akiy	pnkiy
xda	wda, xola, xsa
eoi	emsi, eoo, lloi, oioi, ruoi, uoi
warnu	warlu, waruu
marã	carã, karã, mahã, malã, mamã, matã, mayã
mbs	mbad, mbag, mbal, mbf, mbii, mbur, mwes
marau	darau
pickle	pickled, pickles
nyanu	nganu, nhanu, nyangu
ampu	kampu, umpu
ze1	zaq1
eius	alius, huius
uruk	aruk
_0	_f
URU	UDU, URBS, UTU, UZU
autu	auti
doda	donda, dota
param	caram
negri	nagri
vanhu	vangu
gr6	grl
tuko	tugo
alau	alaia, ilau, malau, walau
ppo	pbo, pco, ppc, rpo
MAB	KAB
taza	qaza, talma
litre	litres, litro
dln	uln, yln
jtf	fitf, jff, jlf, ptf
ucl	ulll
sugo	bugo, suwo
leep	sieep, szeep, veep
gyl	gys
kayat	kabsat
lazim	laazim, lazem
oam	otam
dci	dcn
uou	oou, uoo, uoq
tsuku	tsuru
utj	dtj
muyu	moyu, muyun
dyip	dylp
noth	nothi, notic
ra1	ja1, qa1, ri1, rt1
shoulderâ	shouldersâ
jeet	jeex
lyrics	lyrical
pern	pirn
jnl	eqnl
kxâ	kaiâ, kalâ, kpaâ
WALK	TALK
ames	lames
igoa	ihoa, ingoa
oing	rning, tting, uing
llp	lldl, llfl, llft, lllf, lllr, llnl, llul
utsa	natsa, ptsa
yidip	yidijl
patronymic	patronymics
ngarn	ngarru
duni	dudi
mando	manjuo
warli	barli, warlu
dedo	dando, dedos, pedo
ppast	dpast
3mpron	3fpron, 3plpron
xiâ	idiâ, ijiâ, iyiâ, ndiâ, neiâ, siiâ, tiiâ, tsiâ, xuâ, yiiâ
doxo	loxo
nins	ninb
karli	karlwa, karnti
chul	chug, chuna
trib	tric
ACM	ADEM
t1â	c1â, tbâ, th1â, tltâ, tluâ, u1â
urat	ujat, ulat
aries	ories
tabata	tabatin
ssf	obsf
nyr	iyr
sasanian	sassanian
pjo	ipjo, jljo
noons	nonns
akn	aket, akos, akuy, aqn, awin
ryi	lcyi
ìu	xnu
heli	hedi
nition	nitions
klt	kld, klii, kls, ylt
limu	kimu, libu, lomu
lcâ	lck, lcn, lfâ, lhtâ, lllâ, lmâ, lrâ, lvâ, lxâ, pcâ
fls	flfi, fltl
seef	sellf
amayi	damayi
atives	ctives, ntives, ratives
7KHUH	7KHVH
chï_in	chi_in
wo35	wa35
fce	fcd, yce
0D0	0G0
auga	annga, auha, auqa
agat	agac, agay, bagat, sagat
ngha	nghai, nghe, nghi, ngho
azeri	azari
dafa	daala, dabra
néµ	neµ, nét
ppst	upst
crr	qrr, tlrr, tnrr, trrr, ttrr
eic	ejc
srf	mrf, nrf, srnr
caba	cabi, caha, khaba
uml	ulll
TAR	EAR, GAR, JAR, KAR, RAR, TAK, TUR
qoy	qoq, xoy
hatched	hatches
sje	acje, pje
depe	depen
asat	artat
éex	eex, jeex, éesh, éet, éix
kalaw	kawaw
asii	ssii
isko	iska
tedi	daedi, hedi
viya	aliya, naiya
hamara	hamare
1ve	ttve, uive
lapan	lapas
RDQ	RKQ, RRQ, WKDQ
3q	3co, 3ta, aoq, lnq, slq, srq, sxq, ubq, unq, uoq
dông	tông
holle	hollis
daal	daah, daam, zaal
bire	birim
tuv	tund, tuut
naks	nakw, taks
resyllabified	desyllabified
lingüístico	lingüísticos
apun	appan
dyali	dyalku
nlz	avlz, nomz, vlz
ewan	eban, ennan, tawan
aone	aono, fuone
locâ	focâ
hend	hent
gagu	gagan
vaiiti	vaiinti
atch	etch
xuk	xink, xok, xuj, xup, xuq, xuy
otd	otll, ouid
karia	garia, kalia
morsel	morsels
takai	takaku, tangai, tatai
oxâ	foxâ, owlâ
buw	buii, buun, buur, guw, muw, zuw
hahine	vahine
kalas	kabas
tunc	tunca
subdivide	subdivides
emphasizer	emphasiser
dalu	ddlu
brushed	brushes
bitu	bitis, botu
devoice	devoices
voh	vich
kacha	kucha
aspa	asva, vispa
yiil	ndiil, neiil, yiit
siete	siyete
1965a	1965b
prickle	prickles
schwarz	schwartz
interdependence	interdependency
raíz	rafz
1ps	1pc, 1pis, 1po, imps
lihi	ikihi
nacht	nocht
_sn	hmsn
klg	kaag, klgt
ened	eased, tened
yaas	saas
tiic	tiio, wiic
ïn	ïg, ïl, ïm, ïp, ïs
recipe	recipes
metse	retse
esti	estu
bebi	bobi
matuh	matub, matul
ceu	cesu, ieu
echa	ocha
3iâ	3oâ, biiâ, iniâ, ndiâ, neiâ, niiâ
ajr	djr
dathin	dathina
ndihi	ndivi
waceo	wacee
thala	thalu, thawa
ulam	hlam, ilam, udam, ulax
yahi	yehi
itis	itts
comic	comics
tova	totoa
emblem	emblems
bapr	eapr
1966a	1966b
nasale	nasales
lmm	lmpr
inno	iano, innar
gurum	ngurum
htr	hrr, rttr
bution	ibution
anap	anah, ayap
savi	samai
teenaa	peenaa, teelaa, teeraa
fami	famil
kool	kooh, kook, koom, koos, koot
T11	S11
rosch	rensch
tangis	nangis, tangic, tangisi
tilu	tidu, timu, tindu
jiro	qiro
wayt	kayt, payt
tuã	buã, duã, kuã, luã, nuã, puã, toã, ttã, twã, wuã, zuã
tombe	tomber
3NP	3NM, LONP
anju	ajju, ancu
gvut5	gvat5
tzan	tzaj, tzun
xim	ximi
SSA	OSA, SAA
_2	_d, _v, _x
vaqt	vakt, vaxt, waqt
metonymy	metonymic
ICL	JNCL, OCL, SCL, TCL
iaia	iaua
nuestro	nuestra, nuestras, nuestros, vuestro
haqa	haqam, yaqa
keun	keur
fpt	dpt, vpt
salle	balle
fcl	fch, frl
kwaku	kwako
3nd	llnd, ttnd
a²	aa², e², j², ke², ma², mo², mu², na², o², ta², t², wa², yo²
benevolent	benevolence
mumkin	yumkin
avis	avas
JLL	JLTA
motif	motifs
inati	icati
kras	keras, kupas
bove	ahove, aoove, nbove
tyam	tyim, tzaam, tzam
ngadha	ngantha
pò	dzò
uom	uoy
bilu	billu
allu	avlu
mza	anza
rovo	kovo
lath	qath
stumbled	stumbles
jeti	kueti
yomi	yomu, yoshi
gwat	owat
SUN	GUN, SKIN
ival	tival
uhen	ihen, jhen, lhen, rhen, vvhen
akini	akani
abit	abir, kabit
1an	1ln, lcan, ltan
niam	niang, tiam
nyuwa	nyura
vore	voro, vose
piye	piyo
taana	asaana, taaka
sgmart	sgfart, sgnart
ikuk	imuk, induk
frc	fror, lrc, rrc, tlrc
105a	105b
paralyzed	paralysed
romanized	romanised
huc	xuc
kaas	kaab, kaac, kaain, kaay, waas
OAI	OAII, OBI
2SUB	2SUBJ, ISUB
rgu	lgu, rbu, rpu
tadbhava	tadbhavas
nagai	nagaku, nagaya
squ	nqu, yaqu
tiharo	tivaro, vaiharo, viharo
nmm	njm
geuh	geus, keuh, meuh, neuh, teuh
daano	dhano
nafl	bafl, gafl, mafl, nefl
ijc	tjc
pepo	pepho, upepo
phraseâ	phrasee, phrasesâ
dokona	dokopa
DIR1	DIREC
dank	denk
inuk	inek
parak	palak, panak, papak, tarak
hudi	hedi
kece	kuce
spits	spills, spins
apd	apam, apil, apk, apka, apla, apti, aptu, apw, ayad
boer	voer
oguz	oghuz
1sn	1sd, 1snp
wissen	miissen
vnl	eqnl, vnqj
pegar	chegar, llegar, pecar, pegado, pescar
verb1	verbj, verbl, verbr
temen	teman
puaka	pulaka
llld	lllf, lllt
n1mpa	n1kpa
ived	ided, lved, rved
encyclopedic	encyclopaedic
jodi	jydi
twt	bwt, gwt, hwt, tdt, tgt, tpt, twj
laho	layo, waho
parai	pahai
iiin	iiiii, iiij, iiln, uiin
f8	cu8, ffo, ffs, ni8, nt8, tb8
waria	warea
rsg	rsga, rsgs
jasiy	pasiy
dny	lny
afc	ajc, ffc, lfc
kguih	kbuih, kiuih
dff	dffi, dfft, nff
bolsa	bolso
mgo	mdo
bibo	ribo
pesar	pedar, pisar
shr	sheu, shj, shw, zhr
uel	uero
reverts	reverted
russkij	russkii
qê	akê, aqê, iê, kaê, uê
bangi	bingi
newe	neye
siew	khiew
php	prcp
hro	hru
INO	IPO, ISGO
pice	pance
imbo	kumbo, nambo
pfr	pfj, pfl
appel	apfel
9j	9h, 9k, 9p, 9w, bgj, csj, ffj, glj, gtj, iyj, ksj, vjj, xrj, yfj
tyih	dyih, tyii
madzi	amadzi
yuta	yamta, yuya
evokes	invokes
situa	situat
darah	daraq
iind	itnd
yile	yilu
serra	guerra
noil	noii
mep	uep
fmish	flnish
111e	11le
yota	yoya
nguy	ngubu, ngudi, nguny, ngutj
rali	ralu, ukali
wote	wose, woye, zote
vì	fì, njì, zì
djama	djarra
wirri	pirri, wirraa
soho	sohe
jicha	jichax
dirs	dircs, dirp
PLAN	PLATE
tmb	tmbi
eken	beken
prau	pisau, prang
weaves	weaved
k61	k6i, k6l, k6r, k6ra
boxâ	bowlâ
hxip	hxep, hxie, hxit, hxix, hxop
dase	dape
raho	rahae, rahai
dukan	dokan
reduplica	reduplicat
iuk	iiak, iyk, puuk, quk
pecking	peeking
xoa	ixoa, lxoa, xoba, xoe, xog, xore, xuba, xuua, xyaa
prasad	prasain
leal	neal
paco	pacho
matur	maturu
noqa	nuqa
tudi	ludi
8dd	8lld, fidd
blond	blonde
indeï	indefi
mbula	kubula, mbule
1DEM	FDEM, VDEM
w1h	w1p, w1ty
nambu	nambo, nembu
gyd	gyn, gyr, myd
itv	ctv, ltv
immi	imii
carita	cerita, jarita
unas	unos
ilang	hilang
2MS	2AS, 2FS, 2MPL, 2NS, 2PS
adim	adimi
aif	aitt, uif
entu	eetu
orna	ogona
piha	pihi
handi	handia
blr	bbr, bld, btr, bwr, glr, slr
qamaa	qaiqaa
Y2	YF, Z2
ixil	ixit
QY	APY, QAY, UY
ctâ	cnâ, crâ, sttâ, tltâ
deml	demia
marj	narj
ahã	acã, adã, ajã, allã, andã, aquã
TELIC	ATELIC
tuto	tuio, tuno
aiyauq	aiyauqu
thirdâ	thirtyâ
wadu	qadu, wadja
suko	duko
llan	illan, llah, ltan
dunia	dunya
boilâ	spoilâ
prenoun	prcnoun
PAP	PAG, PARI, PLUP
OBJECTIVE	SUBJECTIVE
linguistische	linguistischen
ikj	igj, ihj, ikr, ipj, jkj, lkj, nkj
corroborate	corroborates
whine	whinny
sessive	ssessive
lape	lapu
abate	abase
manaa	maataa
lems	lemsa
nkø	ekø, jakø, lokø, nijø
102a	102b, 102c
lune	lundi
issu	isse
ofn	ofj, omn, rfn
verbid	verboid
sprachliche	sprachlichen
ranga	renga
t7a	n7a, ny7a, t7an, t7b, t7in, t7wa, ti7a, tkwa, tnya
whicli	wliicli
tàma	tàlga
20P	20C, 20E
ICO	ICS, SCO
ivb	iiib, illb, ivd, rvb
rendre	tendre
LOC2	LOCR
onoun	onouns, ronoun
1960b	1960a
wema	wega
feni	feti
edj	ddj, elj, sdj
tfm	tfn, tjm
kamb	yamb
hct	hcd, hcl, hcm, hco, rct
pinya	nginya, pinja
fiw	ftw
3sgmsp	3sgfsp, 3sgmop
yoho	ndoho, yohoh
thll	chll, thlr, thtl
sweeter	sweetest
observance	observances
ison	rison
v5	ii5, vdj, vjj, vlj, vnt, vyl, z5
ke2	ko2, tse2
miha	mihay
refering	refening
uoxq	suoxq
deet	deede, dett
pundu	jiundu
suivi	suivre
kkx	nmkx, qkx
muro	munto
anoa	andoa
nfo	nfe
tabar	gabar, tabur
2ma	2da, 2ga, 2ha, 2mo, 2na, 2ta, 2ya, 2za
adii	aanii, amii
